X,Long,Lat,AreaSKM,Perimeter KM,HII,Elevation_m,County,siteid,sitenames,inMod,WDFWDetection,WDFWReproDetection,WDFWsurvey,eBirdDetect,Percent Canopy Cover,River Indicator,Perimeter Complexity,NLCDCode,Forest Type,Developed Type,Other Type,Open water Type
431,-118.60565,45.99384,0.047,1.839310887,15,158,Walla Walla,431,BLALOCK LAKE-Walla Walla,1,0,0,0,0,0,0,8.484108473,95,0,0,0,1
432,-122.39375,46.86956,0.171,2.793610841,22,166,Pierce,432,SILVER LAKE-Pierce,1,0,0,0,0,0,0,6.755661056,11,0,0,0,1
433,-121.56437,45.69238,78.48903252,330.687422,46,195,Skamania,433,KLICKITAT RIVER-Klickitat,1,0,0,0,0,0,1,37.32614927,21,0,1,0,0
434,-117.711,47.13942,0.084,1.865730123,18,529,Whitman,434,LAVISTA LAKE-Whitman,1,0,0,0,0,0,0,6.437380503,11,0,0,0,1
435,-118.89384,46.06639,0.485,5.128634902,36,123,Walla Walla,435,WALLA WALLA RIVER-Walla Walla,1,0,0,0,1,0,1,7.364290541,11,0,0,0,1
436,-122.93376,47.88158,0.241,4.636701717,12,342,Jefferson,436,BIG QUILCENE RIVER-Jefferson,1,0,0,0,0,0,1,9.444971177,11,0,0,0,1
437,-119.19915,46.90058,0.097,3.073954159,14,291,Adams,437,HERMAN LAKE-Adams,1,0,0,0,0,0,0,9.86987198,11,0,0,0,1
438,-121.6759,47.56971,0.928,6.305822055,10,665,King,438,LAKE HANCOCK-King,1,0,0,0,1,0,0,6.545875231,11,0,0,0,1
439,-122.24544,47.61957,89,200.1066027,0,7,King,439,DUWAMISH WATERWAY-King,1,0,0,0,0,0,0,21.21125746,11,0,0,0,1
440,-121.65749,47.70124,4.09140158,21.24394733,14,545,King,440,SOUTH FORK TOLT RESERVOIR-King,1,0,0,0,0,0,0,10.5026565,11,0,0,0,1
441,-121.1031,45.64535,0.321,4.115231299,27,55,Klickitat,441,HORSETHIEF LAKE-Klickitat,1,0,0,0,0,0,0,7.263429638,11,0,0,0,1
442,-121.3873,46.64269,0.169,2.820435074,27,1413,Yakima,442,PIPE LAKE-Yakima,1,0,0,0,0,0,0,6.860768329,11,0,0,0,1
443,-119.24354,46.94134,0.046,4.472967108,11,279,Grant,443,UPPER GOOSE LAKE-Grant,1,0,0,0,0,25,0,20.85531668,52,0,0,1,0
444,-122.14698,48.92763,0.077,4.654564497,36,144,Whatcom,444,SILVER LAKE-Whatcom,1,0,0,0,0,69,0,16.77388611,90,0,0,0,1
445,-122.88078,47.93652,0.3,3.202824912,22,72,Jefferson,445,CROCKER LAKE-Jefferson,1,0,0,0,0,0,0,5.847531508,11,0,0,0,1
446,-122.83787,47.56446,0.365,6.445264404,18,189,Kitsap,446,KITSAP LAKE-Kitsap,1,0,0,0,0,0,0,10.66827755,11,0,0,0,1
447,-119.56315,46.87105,0.622,11.71798536,19,240,Grant,447,RED ROCK LAKE-Grant,1,0,0,0,0,0,0,14.85791121,95,0,0,0,1
448,-121.63953,47.97416,6.8254464,44.20407466,14,443,Snohomish,448,SPADA LAKE-Snohomish,1,0,0,1,0,0,0,16.91986032,11,0,0,0,1
449,-122.9739,46.71581,0.081,2.009377335,58,53,Lewis,449,PLUMMER LAKE-Lewis,1,0,0,0,0,0,0,7.060232286,11,0,0,0,1
450,-121.90337,46.78855,0.13854679,3.064266004,13,1348,Pierce,450,REFLECTION LAKES-Pierce,1,0,0,0,0,0,0,8.232433458,11,0,0,0,1
451,-117.74133,47.1303,0.126,4.674537901,10,527,Whitman,451,ALKALI LAKE-Whitman,1,0,0,0,0,0,0,13.16901865,11,0,0,0,1
452,-122.94943,46.13532,0.18394199,10.13338867,60,7,Cowlitz,452,LAKE SACAJAWEA-Cowlitz,1,0,0,0,0,54,0,23.62730894,21,0,1,0,0
453,-118.32985,48.2156,288.6330638,995.9978903,9,877,Grant,453,FRANKLIN D ROOSEVELT LAKE-Ferry,1,0,0,0,0,70,0,58.62534059,42,1,0,0,0
454,-122.74441,45.89622,0.337,7.194443844,46,11,Cowlitz,454,MUD LAKE-Cowlitz,1,0,0,0,0,45,0,12.39316628,81,0,1,0,0
455,-122.76677,46.86744,0.444,7.408395555,26,144,Thurston,455,FAGAN LAKE-Thurston,1,0,0,0,0,0,0,11.1181538,11,0,0,0,1
456,-122.74441,45.89622,0.337,7.194443844,46,11,Cowlitz,456,HORSESHOE LAKE-Cowlitz,1,0,0,0,0,45,0,12.39316628,81,0,1,0,0
457,-122.98647,47.44553,0.06813388,1.513444505,22,133,Mason,457,ERDMAN LAKE-Mason,1,0,0,0,0,0,0,5.798089838,11,0,0,0,1
458,-121.76284,47.90295,0.056,1.678298389,14,203,Snohomish,458,KELLOGG LAKE-Snohomish,1,0,0,0,0,0,0,7.092105123,11,0,0,0,1
459,-119.20627,46.93002,0.297,8.882294451,14,303,Grant,459,SAGE LAKES-Grant,1,0,0,0,0,0,0,16.2984739,52,0,0,1,0
460,-119.20259,46.91321,0.083,3.474309604,14,291,Grant,460,HERMAN LAKE-Grant,1,0,0,0,0,0,0,12.05950469,11,0,0,0,1
461,-119.23556,46.89761,0.14158804,3.704217205,14,255,Adams,461,MORGAN LAKE-Adams,1,0,0,0,0,0,0,9.844261907,11,0,0,0,1
462,-119.20259,46.91321,0.083,3.474309604,14,291,Grant,462,LONG LAKE-Grant,1,0,0,0,0,0,0,12.05950469,11,0,0,0,1
463,-119.22686,46.93294,0.209,5.240415518,14,286,Grant,463,PIT LAKES-Grant,1,0,0,0,0,0,0,11.46284925,11,0,0,0,1
464,-122.4618,48.02113,0.365,3.743448136,22,7,Island,464,LONE LAKE-Island,1,0,0,0,0,0,0,6.196199442,11,0,0,0,1
465,-121.67796,46.73806,0.053,1.408820969,10,1445,Lewis,465,BLUE LAKE-Lewis,1,0,0,0,0,0,0,6.119527238,11,0,0,0,1
466,-123.15951,47.61939,0.207,3.295548676,14,612,Jefferson,466,ELK LAKE-Mason,1,0,0,0,0,0,0,7.243401486,11,0,0,0,1
467,-122.32412,46.09412,1.121,12.59068506,11,504,Cowlitz,467,MERRILL LAKE-Cowlitz,1,0,0,0,0,0,0,11.89177146,11,0,0,0,1
468,-122.4568,47.19573,0.107,2.947019719,60,106,Pierce,468,WAPATO LAKE-Pierce,1,0,0,0,0,0,0,9.009302162,11,0,0,0,1
469,-122.24544,47.61957,89,200.1066027,0,7,King,469,DUWAMISH RIVER-King,1,0,0,0,0,0,1,21.21125746,11,0,0,0,1
470,-121.62079,46.13284,0.114,2.822950113,0,1059,Skamania,470,TROUT LAKE-Yakima,1,0,0,0,0,74,0,8.360856656,90,0,0,0,1
471,-118.32985,48.2156,288.6330638,995.9978903,9,877,Grant,471,LAKE ROOSEVELT-Ferry,1,0,0,0,0,70,0,58.62534059,42,1,0,0,0
472,-121.56437,45.69238,78.48903252,330.687422,46,195,Skamania,472,ASHES LAKE-Skamania,1,0,0,0,0,0,0,37.32614927,21,0,1,0,0
473,-121.56437,45.69238,78.48903252,330.687422,46,195,Skamania,473,WAUNA LAKE-Skamania,1,0,0,0,0,0,0,37.32614927,21,0,1,0,0
474,-121.3873,46.64269,0.169,2.820435074,27,1413,Yakima,474,CRAMER LAKE-Lewis,1,0,0,0,0,0,0,6.860768329,11,0,0,0,1
475,-121.43084,46.8864,0.054,1.494657036,11,1121,Yakima,475,GHOST LAKE-Pierce,1,0,0,0,0,14,0,6.431979786,90,0,0,0,1
476,-122.32737,48.70891,0.12471937,2.79223133,26,114,Whatcom,476,LAKE LOUISE-Whatcom,1,0,0,1,0,0,0,7.906503027,11,0,0,0,1
477,-121.83259,47.02465,0.075,1.823964235,5,1308,Pierce,477,CHENUIS LAKES-Pierce,1,0,0,0,0,0,0,6.660175703,11,0,0,0,1
478,-121.83148,47.03968,0.087,1.736000086,5,1493,Pierce,478,LYLE LAKE-Pierce,1,0,0,0,0,0,0,5.885591502,11,0,0,0,1
479,-121.43084,46.8864,0.054,1.494657036,11,1121,Yakima,479,GHOST LAKE-Yakima,1,0,0,0,0,14,0,6.431979786,90,0,0,0,1
480,-123.78609,47.89893,0.074,1.583595261,7,1456,Clallam,480,LUNCH LAKE-Jefferson,1,0,0,0,0,0,0,5.821411956,11,0,0,0,1
481,-121.41886,46.73167,0.084,2.728387957,10,1492,Lewis,481,THREE LAKES-Yakima,1,0,0,0,0,0,0,9.413832809,11,0,0,0,1
482,-121.41886,46.73167,0.084,2.728387957,10,1492,Lewis,482,FRYINGPAN LAKE-Yakima,1,0,0,0,0,0,0,9.413832809,11,0,0,0,1
483,-121.41886,46.73167,0.084,2.728387957,10,1492,Lewis,483,SHRINER LAKE-Yakima,1,0,0,0,0,0,0,9.413832809,11,0,0,0,1
484,-117.38051,48.02811,2.55,18.50619468,18,580,Spokane,484,FAN LAKE-Spokane,1,0,0,0,0,0,0,11.58902864,11,0,0,0,1
485,-122.80278,46.45675,0.045,1.750657341,30,66,Lewis,485,COWLITZ/ TOUTLE RIVER-Lewis,1,0,0,0,0,0,1,8.252677848,11,0,0,0,1
486,-122.00936,48.32077,3.37,19.10779428,16,299,Skagit,486,LAKE CAVANAUGH-Skagit,1,0,0,1,0,0,0,10.40867879,11,0,0,0,1
487,-122.74583,45.80376,0.08277852,2.846499917,44,4,Clark,487,GREEN LAKE-Clark,1,0,0,0,0,0,0,9.893554418,71,0,0,1,0
488,-120.97652,47.18769,0.047,5.643217218,36,600,Kittitas,488,CLE ELUM LAKE-Kittitas,1,0,0,0,0,13,0,26.03021999,52,0,0,1,0
489,-122.30989,45.56461,0.059,2.479226347,50,9,Clark,489,STEIGERWALD LAKE-Clark,1,0,0,0,0,35,0,10.20681334,95,0,0,0,1
490,-122.75267,45.79528,0.26824379,3.871628681,18,4,Clark,490,POST OFFICE LAKE-Clark,1,0,0,0,0,0,0,7.475304021,95,0,0,0,1
491,-119.88973,46.84016,0.56176255,10.11986909,15,198,Grant,491,NUNNALLY LAKE-Grant,1,0,0,0,0,0,0,13.5020124,11,0,0,0,1
492,-120.88233,45.91846,0.093,1.611208338,6,806,Klickitat,492,POTHOLE LAKE-Klickitat,1,0,0,0,0,42,0,5.283360274,42,1,0,0,0
493,-122.74441,45.89622,0.337,7.194443844,46,11,Cowlitz,493,CANVASBACK LAKE-Cowlitz,1,0,0,0,0,45,0,12.39316628,81,0,1,0,0
494,-118.45797,47.47047,0.181,5.624027517,5,623,Lincoln,494,CORMANA LAKE-Lincoln,1,0,0,0,0,0,0,13.21929059,11,0,0,0,1
495,-122.34174,47.321,0.072,1.920809635,52,100,King,495,LORENE LAKE-King,1,0,0,0,0,0,0,7.15843486,11,0,0,0,1
496,-122.20883,47.8925,0.402,4.534777656,42,143,Snohomish,496,SILVER LAKE-Snohomish,1,0,0,0,1,0,0,7.152254696,11,0,0,0,1
497,-122.74441,45.89622,0.337,7.194443844,46,11,Cowlitz,497,CARTY LAKE-Cowlitz,1,0,0,0,0,45,0,12.39316628,81,0,1,0,0
498,-117.40852,48.05745,0.297,5.214699688,9,607,Pend Oreille,498,FAN LAKE-Pend Oreille,1,0,0,1,1,0,0,9.568659004,11,0,0,0,1
499,-124.04137,46.31662,0.115,3.358982916,28,28,Pacific,499,BLACK LAKE-Pacific,1,0,0,0,0,77,0,9.905100236,42,1,0,0,0
500,-119.25389,47.43553,1.734,13.16794808,19,379,Grant,500,BROOK LAKE-Grant,1,0,0,0,0,0,0,9.999851688,11,0,0,0,1
501,-122.2945,48.14143,2.166,13.03674743,31,95,Snohomish,501,LAKE GOODWIN-Snohomish,1,0,0,0,0,0,0,8.858088713,11,0,0,0,1
502,-123.78609,47.89893,0.074,1.583595261,7,1456,Clallam,502,LONG LAKE-Jefferson,1,0,0,0,0,0,0,5.821411956,11,0,0,0,1
503,-117.31414,48.15448,1.242,16.19806564,18,681,Pend Oreille,503,SACHEEN LAKE-Pend Oreille,1,0,0,0,0,0,0,14.53457564,11,0,0,0,1
504,-122.52532,47.02105,0.437,11.13395691,26,102,Pierce,504,MUCK LAKE-Pierce,1,0,0,0,0,55,0,16.84258771,90,0,0,0,1
505,-122.30989,45.56461,0.059,2.479226347,50,9,Clark,505,STIEGERWALD LAKE-Clark,1,0,0,0,0,35,0,10.20681334,95,0,0,0,1
506,-118.11734,46.81355,0.046,1.951093899,13,402,Adams,506,MCGREGOR LAKE-Whitman,1,0,0,0,0,0,0,9.097022209,11,0,0,0,1
507,-120.00724,46.23658,0.045,3.439352745,42,200,Yakima,507,HORSESHOE LAKE-Yakima,1,0,0,0,0,23,0,16.21326433,90,0,0,0,1
508,-123.00872,46.76053,0.042,4.293356311,41,43,Lewis,508,CHEHALIS RIVER-Thurston,1,0,0,0,0,30,1,20.94943368,95,0,0,0,1
509,-117.74133,47.1303,0.126,4.674537901,10,527,Whitman,509,TULE LAKE-Whitman,1,0,0,0,0,0,0,13.16901865,11,0,0,0,1
510,-119.17081,46.90381,0.318,7.722005148,14,297,Adams,510,PIT LAKES-Adams,1,0,0,0,0,0,0,13.69356498,11,0,0,0,1
511,-121.0149,46.77127,0.045,1.492947769,7,1041,Yakima,511,LOST LAKE-Kittitas,1,0,0,0,0,58,0,7.037823274,42,1,0,0,0
512,-121.37809,47.39992,0.088,2.882967137,27,789,Kittitas,512,RACHEL LAKE-Kittitas,1,0,0,0,0,0,0,9.718480237,11,0,0,0,1
513,-119.28589,46.95868,0.151,4.004196779,11,319,Grant,513,BLYTHE LAKE-Grant,1,0,0,0,0,0,0,10.30450035,11,0,0,0,1
514,-122.16654,47.22221,9.89015945,116.54003,38,169,Pierce,514,LAKE TAPPS-Pierce,1,0,0,0,0,0,0,37.05727487,11,0,0,0,1
515,-122.83787,47.56446,0.365,6.445264404,18,189,Kitsap,515,ALEXANDER LAKE-Kitsap,1,0,0,0,0,0,0,10.66827755,11,0,0,0,1
516,-123.07364,48.56814,0.269,3.548420129,22,65,San Juan,516,HUMMEL LAKE-San Juan,1,0,0,0,0,0,0,6.841619141,11,0,0,0,1
517,-122.26296,47.3897,0.04343346,3.016977385,42,9,King,517,BOW LAKE-King,1,0,0,0,0,0,0,14.47637554,11,0,0,0,1
518,-123.7815,47.92631,0.114,2.079696105,7,1030,Clallam,518,BLACKWOOD LAKE-Clallam,1,0,0,0,0,0,0,6.159528268,11,0,0,0,1
519,-122.76893,45.81174,0.07370556,3.452106874,28,6,Clark,519,HORSESHOE LAKE-Clark,1,0,0,0,0,33,0,12.71551948,95,0,0,0,1
520,-122.17365,46.72644,1.112,7.457506819,11,440,Lewis,520,MINERAL LAKE-Lewis,1,0,0,0,0,0,0,7.071983936,11,0,0,0,1
521,-118.16391,47.12989,0.806,18.05500869,6,533,Adams,521,CRANE LAKE-Adams,1,0,0,0,0,0,0,20.11083862,52,0,0,1,0
522,-118.11734,46.81355,0.046,1.951093899,13,402,Adams,522,SPIDER LAKE-Adams,1,0,0,0,0,0,0,9.097022209,11,0,0,0,1
523,-122.87939,46.98503,0.13,2.670824216,50,51,Thurston,523,HEWITT LAKE-Thurston,1,0,0,0,0,0,0,7.407533583,11,0,0,0,1
524,-122.38403,47.97424,0.33,4.123033761,22,133,Island,524,DEER LAKE-Island,1,0,0,0,0,0,0,7.177280526,11,0,0,0,1
525,-123.15951,47.61939,0.207,3.295548676,14,612,Jefferson,525,JUPITER LAKES-Jefferson,1,0,0,0,0,0,0,7.243401486,11,0,0,0,1
526,-119.22686,46.91416,0.042,3.75404817,14,268,Grant,526,NORTH TEAL LAKE-Grant,1,0,0,0,0,0,0,18.31787942,52,0,0,1,0
527,-121.78203,48.06809,0.057,1.746087345,14,881,Snohomish,527,CANYON CREEK-Snohomish,1,0,0,0,0,0,1,7.313555086,11,0,0,0,1
528,-121.56437,45.69238,78.48903252,330.687422,46,195,Skamania,528,GRANT LAKE-Skamania,1,0,0,0,0,0,0,37.32614927,21,0,1,0,0
529,-122.14036,46.2728,10.259,34.24185127,0,1049,Skamania,529,PANHANDLE LAKE-Skamania,1,0,0,0,0,0,0,10.69066502,31,0,0,1,0
530,-122.77476,47.01915,1.247,16.7502024,46,59,Thurston,530,HICKS LAKE-Thurston,1,0,0,1,0,0,0,14.99984711,11,0,0,0,1
531,-119.25363,46.26516,0.07,2.303423389,38,106,Benton,531,YAKIMA RIVER-Franklin,1,0,0,0,0,0,1,8.706122073,23,0,1,0,0
532,-119.58723,46.97893,0.057,2.50468033,15,340,Grant,532,SAND LAKE-Grant,1,0,0,0,0,0,0,10.49095145,11,0,0,0,1
533,-122.24074,46.30273,3.03837959,19.3272762,1,761,Cowlitz,533,FOREST LAKE-Cowlitz,1,0,0,0,0,0,0,11.08790862,11,0,0,0,1
534,-121.28075,46.62909,0.93960057,11.27434742,15,911,Yakima,534,BLUE LAKE-Yakima,1,0,0,0,0,0,0,11.63107289,11,0,0,0,1
535,-118.66595,48.73373,3.482,37.58578055,22,739,Ferry,535,CURLEW LAKE-Ferry,1,1,1,1,0,0,0,20.14230604,11,0,0,0,1
536,-122.22203,46.97632,2.009,19.44153902,30,179,Pierce,536,LAKE KAPOWSIN-Pierce,1,0,0,0,0,56,0,13.71641678,43,1,0,0,0
537,-122.25722,46.9628,0.11907243,2.23340902,22,193,Pierce,537,TWIN LAKE-Pierce,1,0,0,0,0,0,0,6.472359884,11,0,0,0,1
538,-123.86907,47.4753,14.3460397,29.88008213,9,37,Grays Harbor,538,QUINAULT RIVER-Grays Harbor,1,0,0,0,0,0,1,7.88888768,11,0,0,0,1
539,-124.24617,48.1118,0.147,2.360683983,14,199,Clallam,539,BEAVER LAKE-Clallam,1,0,0,1,0,0,0,6.157142231,11,0,0,0,1
540,-123.34487,47.89038,0.051,1.702843614,9,1461,Clallam,540,LAKE LILLIAN-Clallam,1,0,0,0,0,0,0,7.540318262,11,0,0,0,1
541,-121.59648,46.27815,0.132,2.076366754,4,1363,Skamania,541,TAKHLAKH LAKE-Skamania,1,0,0,0,0,0,0,5.715011398,11,0,0,0,1
542,-122.33694,48.72461,19.90507304,74.78796672,18,97,Whatcom,542,TOAD LAKE-Whatcom,1,0,0,0,0,63,0,16.76292641,21,0,1,0,0
543,-124.03552,46.42718,0.215,6.906547154,32,14,Pacific,543,ISLAND LAKE-Pacific,1,0,0,0,0,0,0,14.89504266,11,0,0,0,1
544,-124.03552,46.42718,0.215,6.906547154,32,14,Pacific,544,TAPE LAKE-Pacific,1,0,0,0,0,0,0,14.89504266,11,0,0,0,1
545,-121.43084,46.8864,0.054,1.494657036,11,1121,Yakima,545,DEWEY LAKE-Yakima,1,0,0,0,0,14,0,6.431979786,90,0,0,0,1
546,-119.6448,46.69153,2.357,34.91591545,15,148,Grant,546,SADDLE MOUNTAIN LAKE-Grant,1,0,0,0,0,0,0,22.7427848,11,0,0,0,1
547,-121.3873,46.64269,0.169,2.820435074,27,1413,Yakima,547,SHOE LAKE-Lewis,1,0,0,0,0,0,0,6.860768329,11,0,0,0,1
548,-121.39923,46.1594,0.07,1.443809536,5,1499,Yakima,548,BIRD LAKE-Yakima,1,0,0,0,0,0,0,5.457087102,11,0,0,0,1
549,-122.11432,46.05566,18.56041626,80.3878917,8,378,Skamania,549,LEWIS RIVER-Skamania,1,0,0,0,0,0,1,18.65936167,11,0,0,0,1
550,-122.87939,46.98503,0.13,2.670824216,50,51,Thurston,550,TRAILS END LAKE-Thurston,1,0,0,0,0,0,0,7.407533583,11,0,0,0,1
551,-122.85095,46.04706,0.1,1.871291535,46,121,Cowlitz,551,KRESS LAKE-Cowlitz,1,0,0,0,0,0,0,5.917543417,11,0,0,0,1
552,-122.60528,47.11218,0.328,5.597376375,50,72,Pierce,552,SEQUALITCHEW LAKE-Pierce,1,0,0,0,0,0,0,9.773443093,11,0,0,0,1
553,-121.43084,46.8864,0.054,1.494657036,11,1121,Yakima,553,SUNRISE LAKE-Yakima,1,0,0,0,0,14,0,6.431979786,90,0,0,0,1
554,-121.73479,46.96622,0.04982727,1.307763758,5,1349,Pierce,554,LAKE ELEANOR-Pierce,1,0,0,0,0,0,0,5.858625683,11,0,0,0,1
555,-121.67796,46.73806,0.053,1.408820969,10,1445,Lewis,555,THREE LAKES-Lewis,1,0,0,0,0,0,0,6.119527238,11,0,0,0,1
556,-122.27192,46.9146,0.05,1.706559215,14,245,Pierce,556,CLEAR LAKE-Pierce,1,0,0,1,0,54,0,7.631964826,11,0,0,0,1
557,-121.67796,46.73806,0.053,1.408820969,10,1445,Lewis,557,SHRINER LAKE-Lewis,1,0,0,0,0,0,0,6.119527238,11,0,0,0,1
558,-121.62079,46.13284,0.114,2.822950113,0,1059,Skamania,558,TROUT LAKE-Skamania,1,0,0,0,0,74,0,8.360856656,90,0,0,0,1
559,-122.52532,47.02105,0.437,11.13395691,26,102,Pierce,559,DOLLMAN LAKE-Pierce,1,0,0,0,0,55,0,16.84258771,90,0,0,0,1
560,-124.03552,46.42718,0.215,6.906547154,32,14,Pacific,560,LITSCHKE LAKE-Pacific,1,0,0,0,0,0,0,14.89504266,11,0,0,0,1
561,-123.76301,47.91818,0.042,1.777753173,7,1288,Clallam,561,MORGENROTH LAKE-Clallam,1,0,0,0,0,0,0,8.674547254,11,0,0,0,1
562,-122.6302,47.02744,0.326,5.296888621,18,76,Pierce,562,SHAVER LAKE-Pierce,1,0,0,0,0,0,0,9.277095791,11,0,0,0,1
563,-122.30989,45.56461,0.059,2.479226347,50,9,Clark,563,WASHOUGAL RIVER-Clark,1,0,0,0,0,35,1,10.20681334,95,0,0,0,1
564,-119.13719,46.93818,0.058,2.478800438,18,354,Grant,564,CRESCENT LAKE-Adams,1,0,0,0,0,0,0,10.29265859,52,0,0,1,0
565,-122.3122,46.01206,14.548,55.80469674,18,145,Cowlitz,565,THOMAS LAKE-Cowlitz,1,0,0,0,0,0,0,14.63083479,11,0,0,0,1
566,-122.6892,46.94902,0.074,1.906545198,18,153,Thurston,566,FIANDER LAKE-Thurston,1,0,0,0,0,0,0,7.008599537,11,0,0,0,1
567,-122.18702,48.39082,0.1232359,2.483467933,18,133,Skagit,567,BIG LAKE-Skagit,1,0,0,0,1,0,0,7.074405281,11,0,0,0,1
568,-123.8094,46.6902,0.051,6.645830645,33,1,Pacific,568,WILLAPA RIVER-Pacific,1,0,0,0,0,0,1,29.42823273,95,0,0,0,1
569,-121.71752,46.77052,0.073,1.591998639,13,1474,Lewis,569,BENCH LAKE-Lewis,1,0,0,0,0,0,0,5.892251316,11,0,0,0,1
570,-123.34487,47.89038,0.051,1.702843614,9,1461,Clallam,570,MOOSE LAKE-Clallam,1,0,0,0,0,0,0,7.540318262,11,0,0,0,1
571,-122.77376,46.96997,0.09891071,4.423759556,28,84,Thurston,571,SUNWOOD LAKE-Thurston,1,0,0,0,0,0,0,14.06597542,11,0,0,0,1
572,-122.22518,48.46015,0.891,6.068129482,43,17,Skagit,572,CLEAR LAKE-Skagit,1,0,0,0,0,0,0,6.428593831,11,0,0,0,1
573,-122.52094,45.57918,0.11097113,2.775854704,50,12,Clark,573,BIDDLE LAKE-Clark,1,0,0,0,0,0,0,8.332814732,81,0,1,0,0
574,-122.58983,47.48315,1.299,11.37651812,31,46,Kitsap,574,LONG LAKE-Kitsap,1,0,0,0,0,0,0,9.981706308,11,0,0,0,1
575,-122.4253,45.61657,1.051,14.46928736,50,70,Clark,575,DEAD LAKE-Clark,1,0,0,0,0,0,0,14.11385931,11,0,0,0,1
576,-121.0149,46.77127,0.045,1.492947769,7,1041,Yakima,576,BOUNDARY LAKE-Yakima,1,0,0,0,0,58,0,7.037823274,42,1,0,0,0
577,-122.77142,47.5432,0.26724407,5.728946679,18,246,Kitsap,577,TWIN LAKES-Kitsap,1,0,0,0,0,60,0,11.08206624,31,0,0,1,0
578,-123.19009,47.48653,0.043,1.213128129,13,248,Mason,578,TENAS LAKE-Mason,1,0,0,0,0,19,0,5.850223327,95,0,0,0,1
579,-121.5695,46.30867,0.086,2.491161722,4,1271,Skamania,579,HORSESHOE LAKE-Skamania,1,0,0,0,0,0,0,8.494790964,11,0,0,0,1
580,-123.34487,47.89038,0.051,1.702843614,9,1461,Clallam,580,CEDAR LAKE-Jefferson,1,0,0,0,0,0,0,7.540318262,11,0,0,0,1
581,-121.72999,46.76952,0.067,1.815778936,13,1510,Lewis,581,BENCH LAKE-Pierce,1,0,0,0,0,0,0,7.01496603,11,0,0,0,1
582,-122.84919,47.97391,0.051,1.291397862,22,188,Jefferson,582,DELANTY LAKE-Jefferson,1,0,0,0,0,0,0,5.718405847,11,0,0,0,1
583,-124.14539,46.97879,1.014,24.92412322,38,9,Grays Harbor,583,DUCK LAKE-Grays Harbor,1,0,0,0,0,17,0,24.75146517,21,0,1,0,0
584,-122.26727,46.77918,11.1933513,74.71614003,14,397,Pierce,584,ALDER LAKE-Thurston,1,0,0,1,0,80,0,22.33234664,43,1,0,0,0
585,-122.6609,47.10408,0.062,1.39394221,29,65,Pierce,585,HODGE LAKE-Pierce,1,0,0,0,0,0,0,5.598206634,11,0,0,0,1
586,-122.11432,46.05566,18.56041626,80.3878917,8,378,Skamania,586,MCBRIDE LAKE-Skamania,1,0,0,0,0,0,0,18.65936167,11,0,0,0,1
587,-123.30457,47.55683,0.171,3.744702388,9,1324,Mason,587,BUCK LAKE-Jefferson,1,0,0,0,0,0,0,9.055642153,11,0,0,0,1
588,-123.26821,47.6191,0.081,2.375023954,10,1437,Jefferson,588,HART LAKE-Jefferson,1,0,0,0,0,0,0,8.344983545,11,0,0,0,1
589,-123.6742,47.56529,0.108,3.211330303,8,269,Jefferson,589,LILLY LAKE-Jefferson,1,0,0,0,0,0,0,9.771766925,11,0,0,0,1
590,-118.978,46.22803,7.96096772,80.67964961,30,126,Walla Walla,590,LAKE WALLULA-Franklin,1,0,0,0,1,0,0,28.59440552,21,0,1,0,0
591,-122.24544,47.61957,89,200.1066027,0,7,King,591,LAKE WASHINGTON-Snohomish,1,0,0,0,0,0,0,21.21125746,11,0,0,0,1
592,-122.78683,46.2946,8.05,39.36865661,22,143,Cowlitz,592,TOUTLE RIVER-Cowlitz,1,0,0,0,0,0,1,13.87562823,11,0,0,0,1
593,-122.4253,45.61657,1.051,14.46928736,50,70,Clark,593,HAIGHT RESERVOIR-Clark,1,0,0,0,0,0,0,14.11385931,11,0,0,0,1
594,-122.45687,46.83434,0.261,5.170494591,22,174,Thurston,594,CLEAR LAKE-Thurston,1,0,0,0,0,0,0,10.1207299,11,0,0,0,1
595,-122.12135,46.33342,0.063,2.511052696,8,1254,Skamania,595,OBSCURITY LAKE-Skamania,1,0,0,0,0,0,0,10.00427341,11,0,0,0,1
596,-123.6742,47.56529,0.108,3.211330303,8,269,Jefferson,596,LAKE CONNIE-Jefferson,1,0,0,0,0,0,0,9.771766925,11,0,0,0,1
597,-122.64072,48.45271,0.462,4.467422048,26,65,Skagit,597,LAKE ERIE-Skagit,1,0,0,0,0,0,0,6.572581733,11,0,0,0,1
598,-123.8925,47.93233,0.063,1.478407805,6,924,Clallam,598,HOH LAKE-Jefferson,1,0,0,0,0,0,0,5.890117684,11,0,0,0,1
599,-122.63019,48.47459,0.257,4.211485197,50,124,Skagit,599,HEART LAKE-Skagit,1,0,0,0,0,0,0,8.30746876,11,0,0,0,1
600,-123.86797,47.94774,0.041,1.313075871,7,1024,Clallam,600,SOL DUC LAKE-Clallam,1,0,0,0,0,0,0,6.484819504,42,1,0,0,0
601,-119.22686,46.93294,0.209,5.240415518,14,286,Grant,601,CANAL LAKE-Grant,1,0,0,0,0,0,0,11.46284925,11,0,0,0,1
602,-122.74583,45.80376,0.08277852,2.846499917,44,4,Clark,602,CURTIS LAKE-Clark,1,0,0,0,0,0,0,9.893554418,71,0,0,1,0
603,-121.3873,46.64269,0.169,2.820435074,27,1413,Yakima,603,SHOE LAKE-Yakima,1,0,0,0,0,0,0,6.860768329,11,0,0,0,1
